vid_name;labeled_train_SVO_ts
s02e13_seg02_clip_14;[41]
s02e13_seg02_clip_15;[11, 28, 2, 6]
s02e13_seg02_clip_16;[11, 2]
s02e13_seg02_clip_17;[24, 31, 6]
s02e14_seg01_clip_00;[0, 0]
s02e14_seg01_clip_01;[]
s02e14_seg02_clip_00;[30, 2, 37, 28, 37, 23, 30, 33, 17]
s02e14_seg02_clip_01;[30, 14, 6, 31]
s02e14_seg02_clip_02;[31, 9]
s02e14_seg02_clip_03;[6, 17, 6, 28, 6, 30, 17, 6, 6, 6]
s02e14_seg02_clip_04;[11, 17, 17, 31, 41]
s02e14_seg02_clip_05;[6, 41, 7, 41]
s02e14_seg02_clip_06;[24, 24, 16, 41]
s02e14_seg02_clip_07;[]
s02e14_seg02_clip_08;[28, 30, 33, 28]
s02e14_seg02_clip_09;[9, 6]
s02e14_seg02_clip_10;[16, 6, 6, 14]
s02e14_seg02_clip_11;[41]
s02e14_seg02_clip_12;[17, 41]
s02e14_seg02_clip_13;[17, 33, 30, 41, 14]
s02e14_seg02_clip_14;[28, 4, 28, 4]
s02e14_seg02_clip_15;[4, 21, 21, 21]
s02e14_seg02_clip_16;[30, 4, 17, 41]
s02e14_seg02_clip_17;[31, 2, 2, 6, 31]
s02e14_seg02_clip_18;[21, 33]
s02e15_seg01_clip_00;[2, 41]
s02e15_seg01_clip_01;[]
s02e15_seg02_clip_00;[41, 38]
s02e15_seg02_clip_01;[38, 41]
s02e15_seg02_clip_02;[9, 41, 30, 4, 38]
s02e15_seg02_clip_03;[12, 17]
s02e15_seg02_clip_04;[]
s02e15_seg02_clip_05;[41]
s02e15_seg02_clip_06;[]
s02e15_seg02_clip_07;[24, 24, 28, 28]
s02e15_seg02_clip_08;[24]
s02e15_seg02_clip_09;[9, 31, 11, 21, 4]
s02e15_seg02_clip_10;[31, 17]
s02e15_seg02_clip_11;[2, 17, 24, 41, 2, 24]
s02e15_seg02_clip_12;[]
s02e15_seg02_clip_13;[24, 24]
s02e15_seg02_clip_14;[26, 26]
s02e15_seg02_clip_15;[8, 26, 26]
s02e15_seg02_clip_16;[]
s02e15_seg02_clip_17;[]
s02e16_seg01_clip_00;[28]
s02e16_seg01_clip_01;[41]
s02e16_seg01_clip_02;[]
s02e16_seg02_clip_00;[0, 0, 0, 41]
s02e16_seg02_clip_01;[28]
s02e16_seg02_clip_02;[11, 14]
s02e16_seg02_clip_03;[]
s02e16_seg02_clip_04;[]
s02e16_seg02_clip_05;[28, 28, 28, 28]
s02e16_seg02_clip_06;[41, 2, 2]
s02e16_seg02_clip_07;[]
s02e16_seg02_clip_08;[]
s02e16_seg02_clip_09;[14, 14, 29, 29, 11, 14]
s02e16_seg02_clip_10;[]
s02e16_seg02_clip_11;[24, 24, 21, 28, 21]
s02e16_seg02_clip_12;[]
s02e16_seg02_clip_13;[17, 17, 24, 24, 14]
s02e16_seg02_clip_14;[2, 41, 24, 2, 14]
s02e16_seg02_clip_15;[2, 14, 14, 14, 14, 28]
s02e16_seg02_clip_16;[28, 30, 2]
s02e17_seg01_clip_00;[31, 2, 17, 31]
s02e17_seg01_clip_01;[29]
s02e17_seg02_clip_00;[]
s02e17_seg02_clip_01;[]
s02e17_seg02_clip_02;[9]
s02e17_seg02_clip_03;[]
s02e17_seg02_clip_04;[29, 28, 17]
s02e17_seg02_clip_05;[28, 6, 6, 21, 28]
s02e17_seg02_clip_06;[]
s02e17_seg02_clip_07;[2]
s02e17_seg02_clip_08;[41, 41]
s02e17_seg02_clip_09;[14, 6]
s02e17_seg02_clip_10;[]
s02e17_seg02_clip_11;[29, 38, 14]
s02e17_seg02_clip_12;[41, 6, 6, 14]
s02e17_seg02_clip_13;[17, 2, 17, 2, 31, 11, 2]
s02e17_seg02_clip_14;[41, 11]
s02e17_seg02_clip_15;[41, 30, 2, 2]
s02e17_seg02_clip_16;[2, 6, 6, 6]
s02e18_seg01_clip_00;[]
s02e18_seg01_clip_01;[41, 4, 4]
s02e18_seg01_clip_02;[41, 41, 17, 17, 33, 28, 31]
s02e18_seg01_clip_03;[28, 28, 30, 6, 28]
s02e18_seg01_clip_04;[28, 37, 30, 37, 28]
s02e18_seg02_clip_00;[14, 31, 8, 2]
s02e18_seg02_clip_01;[30, 30, 14, 21, 30, 30]
s02e18_seg02_clip_02;[33]
s02e18_seg02_clip_03;[41, 6, 0]
s02e18_seg02_clip_04;[6, 37, 21, 21]
s02e18_seg02_clip_05;[]
s02e18_seg02_clip_06;[28, 2]
s02e18_seg02_clip_07;[14]
s02e18_seg02_clip_08;[]
s02e18_seg02_clip_09;[]
s02e18_seg02_clip_10;[35, 31, 35, 35, 14, 6, 14]
s02e18_seg02_clip_11;[21]
s02e18_seg02_clip_12;[]
s02e18_seg02_clip_13;[17]
s02e19_seg01_clip_00;[9, 8]
s02e19_seg01_clip_01;[14]
s02e19_seg02_clip_00;[28, 41]
s02e19_seg02_clip_01;[29, 29, 21, 7, 38, 6, 29, 6]
s02e19_seg02_clip_02;[]
s02e19_seg02_clip_03;[6]
s02e19_seg02_clip_04;[6, 21, 6]
s02e19_seg02_clip_05;[16, 33, 33, 14, 14, 17, 41]
s02e19_seg02_clip_06;[29, 11, 41, 41]
s02e19_seg02_clip_07;[]
s02e19_seg02_clip_08;[24, 2]
s02e19_seg02_clip_09;[6, 41, 41, 14, 41, 17, 6]
s02e19_seg02_clip_10;[14, 11, 14]
s02e19_seg02_clip_11;[28, 28, 28, 41]
s02e19_seg02_clip_12;[30, 21, 21, 21, 21, 30]
s02e19_seg02_clip_13;[41, 41, 41]
s02e19_seg02_clip_14;[28]
s02e19_seg02_clip_15;[24, 30, 30, 30]
s02e19_seg02_clip_16;[31, 11, 41, 6, 24, 24, 11]
s02e20_seg01_clip_00;[29, 38]
s02e20_seg01_clip_01;[11, 14]
s02e20_seg01_clip_02;[29]
s02e20_seg02_clip_00;[28, 28, 28, 31, 28, 28, 31, 33]
s02e20_seg02_clip_01;[]
s02e20_seg02_clip_02;[11, 28]
s02e20_seg02_clip_03;[11, 11, 28]
s02e20_seg02_clip_04;[9, 11]
s02e20_seg02_clip_05;[31, 31]
s02e20_seg02_clip_06;[28, 19, 41, 6, 21, 6, 42]
s02e20_seg02_clip_07;[19, 19, 21, 17]
s02e20_seg02_clip_08;[17, 38, 40]
s02e20_seg02_clip_09;[29, 17, 21]
s02e20_seg02_clip_10;[28, 28, 30, 30, 38]
s02e20_seg02_clip_11;[28, 17, 17]
s02e20_seg02_clip_12;[41, 41, 6, 6]
s02e20_seg02_clip_13;[11, 41, 41, 19]
s02e20_seg02_clip_14;[26]
s02e21_seg01_clip_00;[28, 41, 40, 2, 24, 24, 24, 24, 6]
s02e21_seg01_clip_01;[28, 28, 41, 24, 24, 24, 14, 14, 14]
s02e21_seg02_clip_00;[17, 0, 28]
s02e21_seg02_clip_01;[]
s02e21_seg02_clip_02;[17, 6, 42, 19, 17, 17, 41, 42, 41]
s02e21_seg02_clip_03;[28, 17]
s02e21_seg02_clip_04;[28, 21, 11, 11]
s02e21_seg02_clip_05;[17, 17, 17, 41, 17, 41, 33, 17, 30, 33]
s02e21_seg02_clip_06;[29, 11]
s02e21_seg02_clip_07;[41, 41]
s02e21_seg02_clip_08;[28]
s02e21_seg02_clip_09;[]
s02e21_seg02_clip_10;[41, 24, 41, 41, 24, 28, 28]
s02e21_seg02_clip_11;[41, 14, 14, 14]
s02e21_seg02_clip_12;[14, 28, 41, 11, 28, 28, 28, 2]
s02e21_seg02_clip_13;[28, 17, 17, 41, 31]
s02e21_seg02_clip_14;[14, 2, 2]
s02e21_seg02_clip_15;[21, 14, 2]
s02e21_seg02_clip_16;[9, 9, 36, 8]
s02e21_seg02_clip_17;[9, 14]
s02e21_seg02_clip_18;[21, 42, 21, 28]
s02e22_seg01_clip_00;[18, 29]
s02e22_seg01_clip_01;[]
s02e22_seg01_clip_02;[41, 31]
s02e22_seg02_clip_00;[9, 9, 42, 42, 42, 17, 17]
s02e22_seg02_clip_01;[29, 28, 41, 2, 11]
s02e22_seg02_clip_02;[41, 2, 2, 6]
s02e22_seg02_clip_03;[6, 6, 20]
s02e22_seg02_clip_04;[4, 17, 17, 17, 2, 30]
s02e22_seg02_clip_05;[]
s02e22_seg02_clip_06;[17, 14, 37]
s02e22_seg02_clip_07;[]
s02e22_seg02_clip_08;[33]
s02e22_seg02_clip_09;[]
s02e22_seg02_clip_10;[40, 31, 17, 31, 31, 31, 17, 2]
s02e22_seg02_clip_11;[2, 11, 17]
s02e22_seg02_clip_12;[24, 41, 41, 24]
s02e22_seg02_clip_13;[41, 41, 17, 17, 41, 14, 41, 24, 24, 24, 24, 24, 35]
s02e23_seg01_clip_00;[]
s02e23_seg02_clip_00;[9, 9, 29, 33, 29, 30, 4]
s02e23_seg02_clip_01;[33, 2, 35, 30, 30, 17, 28, 35, 33]
s02e23_seg02_clip_02;[17, 6]
s02e23_seg02_clip_03;[41, 41, 41, 30, 30, 30, 30, 21, 28, 28, 28]
s02e23_seg02_clip_04;[]
s02e23_seg02_clip_05;[9, 28, 28, 28, 28, 21]
s02e23_seg02_clip_06;[4, 4, 30, 4]
s02e23_seg02_clip_07;[]
s02e23_seg02_clip_08;[28, 19, 41, 28, 6]
s02e23_seg02_clip_09;[]
s02e23_seg02_clip_10;[30]
s02e23_seg02_clip_11;[]
s02e23_seg02_clip_12;[14, 41, 31, 30, 31]
s02e23_seg02_clip_13;[41, 14, 4, 31, 4, 17]
s02e23_seg02_clip_14;[31, 41]
s02e23_seg02_clip_15;[14, 30, 4, 14, 4, 4, 40]
s02e23_seg02_clip_16;[9, 33, 41, 33, 38, 21, 21, 28]
s02e23_seg02_clip_17;[41, 11]
s02e23_seg02_clip_18;[11, 11]
s03e01_seg01_clip_00;[17, 38, 5]
s03e01_seg01_clip_01;[2, 2, 2, 30, 2, 26, 40]
s03e01_seg02_clip_00;[7]
s03e01_seg02_clip_01;[14, 14, 14, 14, 14]
s03e01_seg02_clip_02;[29, 4, 4, 26]
s03e01_seg02_clip_03;[26, 26, 30, 26]
s03e01_seg02_clip_04;[]
s03e01_seg02_clip_05;[21, 30]
s03e01_seg02_clip_06;[14]
s03e01_seg02_clip_07;[6, 14, 14, 14, 14]
s03e01_seg02_clip_08;[17, 14]
s03e01_seg02_clip_09;[]
s03e01_seg02_clip_10;[30, 11, 41, 31]
s03e01_seg02_clip_11;[6, 6, 26, 26, 26, 26, 26, 26]
s03e01_seg02_clip_12;[5, 26, 26]
s03e01_seg02_clip_13;[41, 41, 11, 14]
s03e01_seg02_clip_14;[16, 16]
s03e01_seg02_clip_15;[9, 9, 17, 17, 17]
s03e01_seg02_clip_16;[]
s03e01_seg02_clip_17;[21]
s03e02_seg01_clip_00;[]
s03e02_seg01_clip_01;[29, 41]
s03e02_seg02_clip_00;[14, 6, 31]
s03e02_seg02_clip_01;[6, 33, 28, 33, 33, 2, 21]
s03e02_seg02_clip_02;[31, 28, 17, 35, 17, 14, 31, 35, 2, 17]
s03e02_seg02_clip_03;[0, 14, 11, 24]
s03e02_seg02_clip_04;[21, 6, 14, 14]
s03e02_seg02_clip_05;[38, 38]
s03e02_seg02_clip_06;[24, 24]
s03e02_seg02_clip_07;[28, 35, 6, 3, 3, 3, 31]
s03e02_seg02_clip_08;[24, 24, 9, 9, 35, 35, 35]
s03e02_seg02_clip_09;[]
s03e02_seg02_clip_10;[]
s03e02_seg02_clip_11;[30, 20, 30]
s03e02_seg02_clip_12;[17, 17, 17, 28, 28, 28, 17, 17, 17]
s03e02_seg02_clip_13;[28, 6, 6]
s03e02_seg02_clip_14;[41]
s03e02_seg02_clip_15;[28, 28, 30, 6]
s03e02_seg02_clip_16;[14, 6, 33, 17]
s03e02_seg02_clip_17;[41, 17, 41, 26, 26, 26, 37, 30]
s03e03_seg01_clip_00;[28, 9, 3, 25]
s03e03_seg01_clip_01;[35, 41, 9, 2, 41, 35]
s03e03_seg01_clip_02;[41, 6, 11, 6]
s03e03_seg02_clip_00;[]
s03e03_seg02_clip_01;[]
s03e03_seg02_clip_02;[]
s03e03_seg02_clip_03;[14, 31, 24, 33, 30, 21, 14, 14, 6]
s03e03_seg02_clip_04;[19, 31]
s03e03_seg02_clip_05;[28, 41, 14, 14, 14, 41, 14, 14, 14, 19, 19, 19]
s03e03_seg02_clip_06;[41, 17, 29, 31]
s03e03_seg02_clip_07;[24, 14, 14, 15, 0, 0, 14, 14, 2, 11]
s03e03_seg02_clip_08;[9]
s03e03_seg02_clip_09;[28]
s03e03_seg02_clip_10;[41, 2, 3, 3, 14]
s03e03_seg02_clip_11;[23, 23, 17]
s03e03_seg02_clip_12;[10]
s03e03_seg02_clip_13;[6, 2, 2]
s03e03_seg02_clip_14;[21, 21, 14, 6, 6, 6, 11, 8, 2, 11, 14, 14, 14]
s03e03_seg02_clip_15;[38, 28]
s03e04_seg01_clip_00;[]
s03e04_seg01_clip_01;[]
s03e04_seg02_clip_00;[28, 21, 9, 21]
s03e04_seg02_clip_01;[]
s03e04_seg02_clip_02;[41, 28, 23, 23]
s03e04_seg02_clip_03;[2, 28]
s03e04_seg02_clip_04;[42]
s03e04_seg02_clip_05;[35, 41, 14, 41, 35, 24, 2]
s03e04_seg02_clip_06;[41, 24, 33, 6, 6]
s03e04_seg02_clip_07;[]
s03e04_seg02_clip_08;[]
s03e04_seg02_clip_09;[41, 26]
s03e04_seg02_clip_10;[14, 14, 14]
s03e04_seg02_clip_11;[11, 2, 17, 24]
s03e04_seg02_clip_12;[19, 19, 6, 24]
s03e04_seg02_clip_13;[41, 38]
s03e04_seg02_clip_14;[28, 37, 30, 30, 21, 21, 30]
s03e04_seg02_clip_15;[9, 15]
s03e04_seg02_clip_16;[41, 28, 6, 21]
s03e04_seg02_clip_17;[21, 21, 2, 37, 30]
s03e05_seg01_clip_00;[]
s03e05_seg01_clip_01;[30, 41]
s03e05_seg01_clip_02;[]
s03e05_seg02_clip_00;[28]
s03e05_seg02_clip_01;[41, 24, 24, 24, 24]
s03e05_seg02_clip_02;[28]
s03e05_seg02_clip_03;[28]
s03e05_seg02_clip_04;[]
s03e05_seg02_clip_05;[]
s03e05_seg02_clip_06;[41, 31]
s03e05_seg02_clip_07;[]
s03e05_seg02_clip_08;[41, 27]
s03e05_seg02_clip_09;[28, 38, 28, 27, 15, 15, 40]
s03e05_seg02_clip_10;[6, 2, 8, 8]
s03e05_seg02_clip_11;[35, 2, 35, 35, 2, 6, 2]
s03e05_seg02_clip_12;[35, 11, 35, 6, 6, 38]
s03e05_seg02_clip_13;[28, 31, 31]
s03e05_seg02_clip_14;[]
s03e05_seg02_clip_15;[]
s03e05_seg02_clip_16;[21, 21, 13, 2]
s03e06_seg01_clip_00;[31, 31, 28, 26, 26]
s03e06_seg02_clip_00;[]
s03e06_seg02_clip_01;[29, 27, 27]
s03e06_seg02_clip_02;[28, 17, 11, 28, 11]
s03e06_seg02_clip_03;[]
s03e06_seg02_clip_04;[19, 6, 41, 6, 19, 41, 14, 14, 6, 19]
s03e06_seg02_clip_05;[14, 14, 19, 30, 21]
s03e06_seg02_clip_06;[]
s03e06_seg02_clip_07;[17, 9, 11, 14, 14, 19, 6, 11, 2, 38]
s03e06_seg02_clip_08;[28, 6, 29, 28, 6]
s03e06_seg02_clip_09;[14, 7, 6]
s03e06_seg02_clip_10;[6, 14, 4, 17, 8, 30, 14, 14]
s03e06_seg02_clip_11;[]
s03e06_seg02_clip_12;[28, 6, 41]
s03e06_seg02_clip_13;[30, 4, 4, 31, 6, 41, 4, 37, 30]
s03e06_seg02_clip_14;[41, 41, 41, 14, 6, 41]
s03e06_seg02_clip_15;[21, 41, 14, 41]
s03e06_seg02_clip_16;[41, 14, 14]
s03e07_seg01_clip_00;[29, 29, 29]
s03e07_seg01_clip_01;[11, 14, 14, 6]
s03e07_seg01_clip_02;[28, 17]
s03e07_seg01_clip_03;[21, 21, 17, 30]
s03e07_seg02_clip_00;[27, 28]
s03e07_seg02_clip_01;[27, 6, 30, 19]
s03e07_seg02_clip_02;[28]
s03e07_seg02_clip_03;[28, 41]
s03e07_seg02_clip_04;[9, 17]
s03e07_seg02_clip_05;[11]
s03e07_seg02_clip_06;[]
s03e07_seg02_clip_07;[28, 28]
s03e07_seg02_clip_08;[28, 17, 41, 17]
s03e07_seg02_clip_09;[]
s03e07_seg02_clip_10;[17]
s03e07_seg02_clip_11;[29, 19, 28, 30, 33]
s03e07_seg02_clip_12;[19, 14, 19, 41, 41, 28, 28]
s03e07_seg02_clip_13;[6, 11, 6, 6]
s03e07_seg02_clip_14;[41, 14, 41, 14]
s03e08_seg01_clip_00;[41]
s03e08_seg02_clip_00;[9, 4, 3, 30, 4, 14, 14, 41]
s03e08_seg02_clip_01;[]
s03e08_seg02_clip_02;[41, 41]
s03e08_seg02_clip_03;[24, 6, 6]
s03e08_seg02_clip_04;[2, 2, 2, 41, 33, 38]
s03e08_seg02_clip_05;[2, 14]
s03e08_seg02_clip_06;[11, 2]
s03e08_seg02_clip_07;[]
s03e08_seg02_clip_08;[12]
s03e08_seg02_clip_09;[9, 27, 28]
s03e08_seg02_clip_10;[28, 31, 31]
s03e08_seg02_clip_11;[40, 40, 31]
s03e08_seg02_clip_12;[]
s03e08_seg02_clip_13;[28, 2, 2, 28]
s03e08_seg02_clip_14;[41, 14, 9, 9, 9, 40, 41]
s03e08_seg02_clip_15;[28, 41, 40, 30, 41]
s03e08_seg02_clip_16;[]
s03e08_seg02_clip_17;[14, 14, 14, 14, 14]
s03e09_seg01_clip_00;[24, 24, 26, 26, 30]
s03e09_seg02_clip_00;[24, 24, 24, 2, 2, 11, 41]
s03e09_seg02_clip_01;[1, 29]
s03e09_seg02_clip_02;[17, 24, 24, 24, 24, 31, 31]
s03e09_seg02_clip_03;[41, 31, 14]
s03e09_seg02_clip_04;[41, 41]
s03e09_seg02_clip_05;[]
s03e09_seg02_clip_06;[9]
s03e09_seg02_clip_07;[41, 41, 6, 2]
s03e09_seg02_clip_08;[29]
s03e09_seg02_clip_09;[14, 14]
s03e09_seg02_clip_10;[41, 11, 11]
s03e09_seg02_clip_11;[41, 41, 41, 2]
s03e09_seg02_clip_12;[11, 35, 6]
s03e09_seg02_clip_13;[]
s03e09_seg02_clip_14;[28, 19, 19, 19]
s03e09_seg02_clip_15;[31, 31]
s03e10_seg01_clip_00;[8, 8, 41, 8, 6, 8]
s03e10_seg02_clip_00;[2, 28, 2, 14]
s03e10_seg02_clip_01;[29, 28, 17, 2, 14]
s03e10_seg02_clip_02;[41, 41, 6]
s03e10_seg02_clip_03;[9, 28, 28, 2]
s03e10_seg02_clip_04;[24, 24, 23, 23, 24, 24]
s03e10_seg02_clip_05;[28, 9, 24, 24, 24]
s03e10_seg02_clip_06;[]
s03e10_seg02_clip_07;[14, 2, 40, 31, 28]
s03e10_seg02_clip_08;[14, 28, 2, 2]
s03e10_seg02_clip_09;[17, 41, 41, 26, 26, 26]
s03e10_seg02_clip_10;[26, 26, 26, 26, 26, 26]
s03e10_seg02_clip_11;[26, 41, 38]
s03e10_seg02_clip_12;[28, 14]
s03e10_seg02_clip_13;[28, 14]
s03e10_seg02_clip_14;[28, 2, 28, 14, 14]
s03e10_seg02_clip_15;[29, 19, 41, 2, 17]
s03e10_seg02_clip_16;[41, 28, 28, 28, 11]
s03e10_seg02_clip_17;[28, 40, 34, 26, 26, 40, 28]
s03e11_seg02_clip_00;[40]
s03e11_seg02_clip_01;[41]
s03e11_seg02_clip_02;[]
s03e11_seg02_clip_03;[9, 41, 41]
s03e11_seg02_clip_04;[]
s03e11_seg02_clip_05;[]
s03e11_seg02_clip_06;[9, 38]
s03e11_seg02_clip_07;[17, 2, 17, 14, 14]
s03e11_seg02_clip_08;[8]
s03e11_seg02_clip_09;[]
s03e11_seg02_clip_10;[30, 6, 4, 4, 14]
s03e11_seg02_clip_11;[29, 41, 21]
s03e11_seg02_clip_12;[]
s03e11_seg02_clip_13;[]
s03e11_seg02_clip_14;[30, 17, 24]
s03e11_seg02_clip_15;[]
s03e11_seg02_clip_16;[]
s03e11_seg02_clip_17;[]
s03e12_seg01_clip_00;[40]
s03e12_seg02_clip_00;[]
s03e12_seg02_clip_01;[28]
s03e12_seg02_clip_02;[27, 14, 14, 5, 33, 41, 38]
s03e12_seg02_clip_03;[28, 31, 17]
s03e12_seg02_clip_04;[31, 26, 26, 26]
s03e12_seg02_clip_05;[6, 41, 31, 11]
s03e12_seg02_clip_06;[41, 38, 6, 11, 6]
s03e12_seg02_clip_07;[28, 28, 41]
s03e12_seg02_clip_08;[]
s03e12_seg02_clip_09;[17, 31, 31, 17, 31, 2, 31]
s03e12_seg02_clip_10;[]
s03e12_seg02_clip_11;[28, 28, 19, 41, 19, 17, 17, 41, 41, 6]
s03e12_seg02_clip_12;[28, 6, 14, 14, 41, 14, 14, 14, 14, 6, 41]
s03e12_seg02_clip_13;[2, 11]
s03e12_seg02_clip_14;[8, 8, 8, 28, 15, 8, 2]
s03e12_seg02_clip_15;[2, 2, 41]
s03e13_seg01_clip_00;[41, 14, 14, 14, 14]
s03e13_seg01_clip_01;[19, 19, 21, 21, 21, 21]
s03e13_seg02_clip_00;[31, 28, 31, 31, 11, 31, 17, 31]
s03e13_seg02_clip_01;[28]
s03e13_seg02_clip_02;[5, 40, 5, 5, 6, 6, 14]
s03e13_seg02_clip_03;[30, 2, 30, 19, 11, 35]
s03e13_seg02_clip_04;[14, 17, 4, 33, 14, 9, 28, 28, 30, 14]
s03e13_seg02_clip_05;[14]
s03e13_seg02_clip_06;[]
s03e13_seg02_clip_07;[41, 19, 41]
s03e13_seg02_clip_08;[11, 41, 28, 41, 30, 14, 11]
s03e13_seg02_clip_09;[19, 19, 31, 30, 21, 6, 30, 33]
s03e13_seg02_clip_10;[30, 30, 28, 17]
s03e13_seg02_clip_11;[33, 33, 21]
s03e13_seg02_clip_12;[41, 41, 41, 41]
s03e13_seg02_clip_13;[37, 21, 6, 24]
s03e13_seg02_clip_14;[17, 40]
s03e13_seg02_clip_15;[9, 19, 30, 30, 30, 33]
s03e13_seg02_clip_16;[29, 30, 30, 31, 31, 17]
s03e14_seg01_clip_00;[17, 9, 17, 35, 35]
s03e14_seg01_clip_01;[35, 8, 35]
s03e14_seg02_clip_00;[24, 17, 41, 28, 28]
s03e14_seg02_clip_01;[29, 29, 18, 6, 41]
s03e14_seg02_clip_02;[6, 41]
s03e14_seg02_clip_03;[2, 14, 30]
s03e14_seg02_clip_04;[14, 14, 17, 28]
s03e14_seg02_clip_05;[19, 11, 21]
s03e14_seg02_clip_06;[17, 17]
s03e14_seg02_clip_07;[4]
s03e14_seg02_clip_08;[9, 14]
s03e14_seg02_clip_09;[]
s03e14_seg02_clip_10;[9, 31]
s03e14_seg02_clip_11;[6]
s03e14_seg02_clip_12;[2, 6, 11, 2, 11, 6, 2, 31]
s03e14_seg02_clip_13;[28, 6]
s03e14_seg02_clip_14;[6, 41, 28]
s03e14_seg02_clip_15;[]
s03e15_seg01_clip_00;[14]
s03e15_seg01_clip_01;[41, 41]
s03e15_seg01_clip_02;[6]
s03e15_seg02_clip_00;[6, 21, 21, 41, 6]
s03e15_seg02_clip_01;[28, 6, 11]
s03e15_seg02_clip_02;[14, 14, 42, 19, 17]
s03e15_seg02_clip_03;[6, 41, 2, 30, 41]
s03e15_seg02_clip_04;[9, 41, 28, 31, 27]
s03e15_seg02_clip_05;[9, 28, 31, 15, 31, 28]
s03e15_seg02_clip_06;[2, 2, 17]
s03e15_seg02_clip_07;[29, 6, 11, 6, 13, 11, 11, 2]
s03e15_seg02_clip_08;[6, 11, 19, 31, 6, 24, 7, 6]
s03e15_seg02_clip_09;[17, 17, 2]
s03e15_seg02_clip_10;[29, 28]
s03e15_seg02_clip_11;[24, 24, 33, 2, 31, 1, 24, 24, 33, 31]
s03e15_seg02_clip_12;[17, 12, 17, 41, 2, 17, 33, 28, 17, 21]
s03e15_seg02_clip_13;[41, 13]
s03e15_seg02_clip_14;[19]
s03e15_seg02_clip_15;[9, 4, 9, 4, 28, 4]
s03e15_seg02_clip_16;[17, 17, 41, 14, 14, 31, 30]
s03e16_seg01_clip_00;[30]
s03e16_seg02_clip_00;[11, 41]
s03e16_seg02_clip_01;[]
s03e16_seg02_clip_02;[31, 28, 41, 28, 11]
s03e16_seg02_clip_03;[41, 19]
s03e16_seg02_clip_04;[6, 31, 14]
s03e16_seg02_clip_05;[]
s03e16_seg02_clip_06;[31, 28, 4, 30, 4, 30, 38]
s03e16_seg02_clip_07;[6]
s03e16_seg02_clip_08;[41, 19, 2, 19]
s03e16_seg02_clip_09;[]
s03e16_seg02_clip_10;[]
s03e16_seg02_clip_11;[9]
s03e16_seg02_clip_12;[41, 19]
s03e16_seg02_clip_13;[]
s03e16_seg02_clip_14;[41, 28, 17, 14]
s03e16_seg02_clip_15;[9]
s03e16_seg02_clip_16;[28, 15]
s03e16_seg02_clip_17;[17]
s03e17_seg01_clip_00;[6, 6, 6, 6, 11]
s03e17_seg01_clip_01;[28, 41, 40, 19, 8]
s03e17_seg02_clip_00;[6]
s03e17_seg02_clip_01;[28, 11, 31]
s03e17_seg02_clip_02;[11, 24]
s03e17_seg02_clip_03;[6, 28, 41]
s03e17_seg02_clip_04;[24, 2, 6]
s03e17_seg02_clip_05;[31, 28, 6, 41]
s03e17_seg02_clip_06;[17, 17, 17, 30, 31, 21, 17]
s03e17_seg02_clip_07;[41, 17, 41, 13, 13]
s03e17_seg02_clip_08;[33, 41, 30, 33, 30, 33]
s03e17_seg02_clip_09;[31, 41, 41, 41, 41]
s03e17_seg02_clip_10;[9]
s03e17_seg02_clip_11;[19, 41]
s03e17_seg02_clip_12;[14, 14, 14, 38, 31]
s03e17_seg02_clip_13;[]
s03e17_seg02_clip_14;[28, 28, 41, 41, 41]
s03e17_seg02_clip_15;[17, 19, 35, 35]
s03e17_seg02_clip_16;[17, 14, 17, 6, 40]
s03e18_seg01_clip_00;[41]
s03e18_seg02_clip_00;[19, 19, 19, 19, 31, 11, 9, 9, 9, 19, 19, 19, 2]
s03e18_seg02_clip_01;[31, 9, 31, 2, 1, 41, 17]
s03e18_seg02_clip_02;[14, 2, 2, 6, 2]
s03e18_seg02_clip_03;[17, 17]
s03e18_seg02_clip_04;[19]
s03e18_seg02_clip_05;[]
s03e18_seg02_clip_06;[28, 2]
s03e18_seg02_clip_07;[]
s03e18_seg02_clip_08;[21, 29, 21]
s03e18_seg02_clip_09;[40, 9, 11, 20]
s03e18_seg02_clip_10;[31, 14, 14, 28, 41, 17, 30, 31]
s03e18_seg02_clip_11;[41]
s03e18_seg02_clip_12;[41, 41, 31, 2, 31, 41, 2, 2]
s03e18_seg02_clip_13;[6, 1, 6, 2, 2, 21]
s03e18_seg02_clip_14;[28, 21]
s03e18_seg02_clip_15;[24, 31, 41, 31]
s03e18_seg02_clip_16;[31, 17]
s03e18_seg02_clip_17;[]
s03e18_seg02_clip_18;[28, 17, 6, 41]
s03e19_seg01_clip_00;[26, 26, 26, 41]
s03e19_seg02_clip_00;[17, 35, 30, 17, 21, 6]
s03e19_seg02_clip_01;[6, 6, 40, 38, 11]
s03e19_seg02_clip_02;[29, 41, 33]
s03e19_seg02_clip_03;[28, 28, 2, 28, 28, 31]
s03e19_seg02_clip_04;[41]
s03e19_seg02_clip_05;[2]
s03e19_seg02_clip_06;[8, 8, 17]
s03e19_seg02_clip_07;[24, 28, 2, 11, 2, 6, 24]
s03e19_seg02_clip_08;[6, 4, 21, 31, 4, 30, 4]
s03e19_seg02_clip_09;[33, 41, 17, 38, 17, 30, 33, 2, 14]
s03e19_seg02_clip_10;[28, 14]
s03e19_seg02_clip_11;[6, 41, 2, 2, 7, 41]
s03e19_seg02_clip_12;[2, 41, 2, 2]
